Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10
PG,Curtin University,Perth,Clinical Specialisation Major (MSc Health Practice),"School of Nursing, Midwifery and Paramedicine","49,800", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-clinical-specialisation-major-msc-health-practice--mjrp-clnspv1&index_url=http%3A%2F%2Fcourse-pg-clinical-specialisation-major-msc-health-practice--mjrp-clnspv1&auth=NO4y99oN%2BwVWTUWXOXfp2A&profile=_default&rank=42&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+health+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different.",NURS5046 (v.1) Clinical Safety and Quality,NURS5039 (v.1) Teaching and Learning in the Clinical Context,NURS5044 (v.1) Specialty Clinical Practice 1,NURS5045 (v.1) Specialty Clinical Practice 2,NURS5005 (v.1) Evidence Informed Clinical Practice,NURS5029 (v.2) Inquiry for Ethical and Legal Contexts in Health,NURS6003 (v.1) Clinical Management,NURS5041 (v.1) Leadership for the Clinical Context,MEDS6013 (v.2) Research and Evaluation in Health,PUBH6024 (v.1) Project Proposal Development,This unit covers the clinician’s role in leading the safety and quality agenda. The unit will equip students with the advanced knowledge of clinical governance and processes of achieving continuous health systems improvement. The unit will review international and Australian perspectives of the complexities of implementing the principles of safety and quality in health care systems.,"This unit examines the theoretical principles that underpin teaching and learning in the clinical context, and will equip students in the application of knowledge to develop a teaching philosophy. The topic areas include models and theories of adult learning, the clinical learning environment, clinical learning activities, strategies for effective clinical teaching and evaluation, patient education, ethics and legal issues and reflective practice. Critical reflection. This unit highlights the vital role that clinical education holds within professional practice.","This unit is linked with employment in a speciality area and focuses on the development of knowledge, skills and capabilities to provide specialty nursing care. Developing capability in the areas of complex clinical decision making, evidence-informed specialty practice, patient advocacy, holistic specialty practice and frameworks for evaluation of speciality practice.","This unit is linked with employment in a speciality area and focuses on the further development of knowledge, skills and capabilities to provide specialty nursing care. Advanced clinical decision making, evidence informed specialty practice, patient advocacy, holistic specialty practice and frameworks for evaluation of specialty practice.",This unit will explore issues in practice; critically appraise and synthesise evidence for practice using established hierarchies. Interpret the impact of national and state policy and standards in health care; incorporate continuous quality improvement; and propose strategies to enable translation of evidence into practice.,"This unit will explore the legal and bioethical implications of the role of registered professionals within the health care system and as per Professional Registration Boards. The professional competency and practice framework for the health care professional. Legislative requirements, including consumer rights and advocacy. Safety and quality standards in healthcare, inter-professional collaboration and professional communication will also be examined.","This unit consists of the application of business skills and theoretical principles to clinical operational management of a health service. The unit examines the critical role of clinical managers in achieving health service outcomes at a strategic level. It examines the application of health policy, health economics and legislation to the delivery of health care, the intersection of organisational planning and health service planning, the application of systems thinking, evidence based clinical and management practice.","This unit consists of the application of leadership theories to clinical governance of a health service. The unit integrates theory, science, tools and methods in clinical governance, safety and risk, human factors and quality improvement essential for effective clinical leadership of health services.  The topic areas include clinical governance, patient safety and mitigation methods to identify, assess and manage clinical risk issues in health care organisations, models of care, health staffing and resource management.","This unit covers the theory and practice of qualitative, quantitative and mixed methods research processes and the complementary use of these methods in applied health research and evaluation practices. Various qualitative and quantitative research methods and issues that contribute to credible evidence will be discussed. Ethical considerations of conducting research in a variety of health settings will be explored. Students will gain knowledge to plan, implement and evaluate consumer and community engagement at different stages of research. The unit will build students' knowledge and understanding of searching and reviewing research and other evidence for translation into practice.","This unit covers the theory and practice of qualitative and quantitative research processes. The work for this unit entails compiling a detailed project-based proposal including a literature review, project design, objectives and or hypotheses, detailed methodology and instruments for data gathering, methods of data analyses, explanation of relevant research ethics, detailed timetable and budget as appropriate."
PG,Curtin University,Perth,Sexology,School of Public Health,"72,200", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-sexology--mc-sxlgyv3&index_url=http%3A%2F%2Fcourse-pg-master-of-sexology--mc-sxlgyv3&auth=y9d5FV9Uu61bAYGhIQygog&profile=_default&rank=43&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+health+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Our graduates have established careers in many fields, including:",Australia,Yes,Yes,,Yes,Yes,Applicants for a Master Degree (Coursework) are required to meet University academic and English language entry standards; details are provided at http://futurestudents.curtin.edu.au.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Physiotherapy,School of Physiotherapy and Exercise Science,"113,400", ,AUD,Year,3,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-doctor-of-physiotherapy--mx-phythv1&index_url=http%3A%2F%2Fcourse-pg-doctor-of-physiotherapy--mx-phythv1&auth=WYNB8FxCieVSbBvEXUSqYQ&profile=_default&rank=44&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+health+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,A three-year bachelor degree or equivalent with a CWA (course weighted average) of at least 70.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Master of Midwifery,"School of Nursing, Midwifery and Paramedicine", , ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-midwifery--mg-midwv1&index_url=http%3A%2F%2Fcourse-pg-master-of-midwifery--mg-midwv1&auth=MMfoK0slIgJTT2Twj0b8SQ&profile=_default&rank=45&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+health+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,Midwife,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Predictive Analytics,"School of Electrical Engineering, Computing and Mathematical Sciences (EECMS)","15,500", ,AUD,Year,6 months full-time,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-predictive-analytics--gc-predanv2&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-predictive-analytics--gc-predanv2&auth=L7jvIULryPcKcfEEo4ma2A&profile=_default&rank=1&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Experts in predictive analytics are well placed to handle the ‘big data’ issues of the future. They understand how to overlay historical and prediction data with supply chain financial and other business data, and are able to correlate probability assessments for better informed decisions.",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Supply Chain Management,School of Management,"45,000", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-supply-chain-management--mc-scmgmtv1&index_url=http%3A%2F%2Fcourse-pg-master-of-supply-chain-management--mc-scmgmtv1&auth=7su2uFaOuX3vTDCJvSRGSQ&profile=_default&rank=2&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Commodities manager, Logistics manager, Supply chain planner, Strategic sourcing manager",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Cyber Security,"School of Electrical Engineering, Computing and Mathematical Sciences (EECMS)","32,000", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-diploma-in-cyber-security--gd-cybsecv1&index_url=http%3A%2F%2Fcourse-pg-graduate-diploma-in-cyber-security--gd-cybsecv1&auth=7DZRpqVo5pNem3pal8vFoA&profile=_default&rank=3&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,Industries,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Predictive Analytics,"School of Electrical Engineering, Computing and Mathematical Sciences (EECMS)","30,900", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-diploma-in-predictive-analytics--gd-predanv2&index_url=http%3A%2F%2Fcourse-pg-graduate-diploma-in-predictive-analytics--gd-predanv2&auth=ya%2F2VLfpJU7%2BXpL5Vemg6g&profile=_default&rank=4&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Information Systems and Technology,School of Management,"15,000", ,AUD,Year,6 months full-time,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-information-systems-and-technology--gc-isystcv1&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-information-systems-and-technology--gc-isystcv1&auth=0rN74k%2BJZxu3yH2vN2xIdg&profile=_default&rank=5&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,"Analyst, Computer network professional, Network administrator, Network analyst",Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Digital and Social Media,"School of Media, Creative Arts and Social Inquiry","43,500", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-digital-and-social-media--mc-netscmv2&index_url=http%3A%2F%2Fcourse-pg-master-of-digital-and-social-media--mc-netscmv2&auth=1IrA4fpkYMox%2FhbijwQYcQ&profile=_default&rank=6&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Predictive Analytics,"School of Electrical Engineering, Computing and Mathematical Sciences (EECMS)","60,800", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-predictive-analytics--mc-predanv3&index_url=http%3A%2F%2Fcourse-pg-master-of-predictive-analytics--mc-predanv3&auth=gIMfNeuHd%2FI7HT5O0TfcTw&profile=_default&rank=7&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,This course will help you become a:,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Information Systems and Technology,School of Management,"45,000", ,AUD,Year,1,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-master-of-information-systems-and-technology--mc-isysv2&index_url=http%3A%2F%2Fcourse-pg-master-of-information-systems-and-technology--mc-isysv2&auth=7G%2Ba68hfhw8UXqZkm0AHrA&profile=_default&rank=8&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,You will be well-placed to seek employment in management and leadership roles within private and public organisations employing information systems in a management context.  Such career roles include that of Senior System Analyst.,Australia,Yes,Yes,,Yes,Yes,"A bachelor degree or Graduate Certificate in Information Systems and Technology, or a bachelor degree in any discipline and at least five years' of substantial work experience in Information Systems and Technology. Applicants must also meet Curtin's English language proficiency requirements.",,,,,,,,,,,,,,,,,,,,
PG,Curtin University,Perth,Computer Science,"School of Electrical Engineering, Computing and Mathematical Sciences (EECMS)","64,200", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-computer-science-major-msc-science--mjrp-cmscmv1&index_url=http%3A%2F%2Fcourse-pg-computer-science-major-msc-science--mjrp-cmscmv1&auth=kmQSTbfFsdrCT4scQyHgDQ&profile=_default&rank=9&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,NPSC5000 (v.1) Science Masters Research Methodologies,COMP6001 (v.1) Computer Science Project 1,COMP6002 (v.1) Computer Science Project,COMP5000 (v.1) Project in Computer Science,ISEC5002 (v.1) Introduction to Cryptography,ISEC5003 (v.1) Distributed Computing Security Issues,ISEC5005 (v.1) Advanced Cyber Security Concepts,ICTE3002 (v.1) Human Computer Interface,CMPE4001 (v.2) Extended Software Engineering Testing,COMP4002 (v.2) Extended Distributed Computing,"This unit provides a comprehensive preparation for students undertaking research at Masters level and beyond. Students will develop and apply the research skills and knowledge which are key to successful research, in a discipline-scientific context. Students will explore the scientific method and associated behaviours, the nature of research and development, OHS and risk management, research ethics, the location and critical review of scientific literature, the creation and defence of arguments, various research methodologies, presentation of research data, research strategies and the dissemination of research findings. A range of discipline-specific topics are also presented.","The students must study and follow and Agile Software Engineering process in the design, implementation and testing involved in a software project.  Students will work in groups of 4 to 5 and each group will go through three iterations.  Each iteration will involve selecting the functionality to implement for that iteration in consultation with the client and then designing, implementing and testing the implementation for that iteration.   At the end of each iteration, each group must report their progress through an oral presentation and software design artefacts.","A major computing project, selected in consultation with an academic staff member.",Individual projects to be defined in a project proposal jointly agreed by the students and the supervisor.,"Introduction to the basic concepts of cryptography with an emphasis on coding theory, classical cryptosystems and public key cryptography. The principles of information theoretic security, computational hardness, number theory (Euclid’s algorithm, Euler and Fermat’s theorems). Public and private-key encryption, message authentication and digital signatures.","Issues and constraints, from a security perspective, of data and services management in cloud computing. Issues such as security of software and the encryption, user resource and request tracking and analysis in a cloud environment.","A detailed examination of software development from the point of view of the industry standard for information security - ISO27000. How to make large scale distributed software more secure and how operating systems are positioned from the point of view ISO27000. How to handle improve distributed data access and communication through various approaches, such as encryption and anomaly discovery.","An introduction to human computer interfaces, including the motivation and contexts for using these. The class teaches a process for user centred development as well as different measures for evaluation and models that inform human computer interface design. Social issues influencing human computer interface design and use are considered, as well as multi-cultural interaction and communication in order to accommodate human diversity. The different user interface standards and principles of graphical user interfaces are covered in addition to designing and programming GUIs both in native and web formats and widgets. Geometry management, event management and user interaction are introduced. Finally, user interface programming environments and future developments are discussed.","An in-depth examination of unit, integration and system testing and the maintenance of large software-based systems. Topics include automated and manual techniques for generating and validating test data, the testing process, static vs. dynamic analysis, functional testing, inspections, and reliability assessments. Testing approaches based on graph theory, finite-state machines, formal specifications, logic and syntax based testing. Testing of graphical user interfaces, Stress testing. Development of a software configuration management plan encompassing tool selection, identification of artefacts, baseline and change control, measurement, auditing and reporting and release of deliverables. To provide practical knowledge of a variety of ways to test software, an understanding of some of the tradeoffs between testing techniques, and a feel for the practice of software testing.","This unit introduces students to Distributed Computing and its associated complexities. Topics covered include remote procedure calls and asynchronous calls, Multi-tiered architectures for distributed computing and XML serialisation and passing objects by value over the network. In addition the unit covers Serverside Web scripting with CGI based approaches. Further topics include Service oriented architectures, Web services as a SOA Framework and modern Internet applications with Ajax and Web Services."
PG,Curtin University,Perth,Software Engineering,"School of Electrical Engineering, Computing and Mathematical Sciences (EECMS)","72,600", ,AUD,Year,2,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-software-engineering-major-m-proeng--mjrp-swengv1&index_url=http%3A%2F%2Fcourse-pg-software-engineering-major-m-proeng--mjrp-swengv1&auth=c2VHSF2ADLbqYxuKjtbhsA&profile=_default&rank=10&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, ,Jobs,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different.",CMPE5000 (v.1) Advanced Software Engineering Testing,PRJM6024 (v.1) Software Process Management,COMP6005 (v.1) Object Oriented Software Engineering,ISEC6000 (v.1) Secure DevOps,COMP6007 (v.1) Software Architecture and Extensible Design,ISAD6000 (v.1) Software Engineering Requirements and Specification,COMP6006 (v.1) Web Application Frameworks,ISAD6003 (v.1) Scalable Software Engineering,ISEC5007 (v.1) Advanced Cyber Crime and Security Enhanced Programming,ISEC5005 (v.1) Advanced Cyber Security Concepts,"An in depth examination of unit, integration and system testing and the maintenance of large software based systems. Topics include automated and manual techniques for generating and validating test data, the testing process, static vs. dynamic analysis, functional testing, inspections, and reliability assessments. Testing approaches based on graph theory, finite state machines, formal specifications, logic and syntax based testing. Testing of graphical user interfaces, Stress testing. Development of a software configuration management plan encompassing tool selection, identification of artefacts, baseline and change control, measurement, auditing and reporting and release of deliverables. To provide practical knowledge of a variety of ways to test software, an understanding of some of the trade-offs between testing techniques, and a feel for the practice of software testing.","This unit equips students with methodologies for analysing and managing complex software projects, and their ethical challenges. Students learn estimation, scheduling and risk assessment techniques in order to derive project plans, and project management tools in order to help implement them. The unit also incorporates approaches to organisational change management, software quality assurance, release and configuration management, and the dynamics of teams, in order to sustain and manage software projects as they progress.","This unit equips students to develop and communicate complex object oriented (OO) design structures for a given set of software requirements. The unit focuses on selected polymorphic design patterns to impart a set of techniques for creating highly cohesive and loosely-coupled designs. It takes students from high-level Unified Modelling Language (UML) design notations to their practical implementation in OO programming languages. Students also learn about the Model View Controller (MVC) architecture to help promote separation of concerns, containers and generics to promote design reuse, and factories and dependency injection to help address design testability.","This unit explores DevOps practices for integration of the development and operational use of software, and in particular incorporating software security practices (SecDevOps) into this framework. Students are equipped to adapt tools and methods for continuous integration, continuous delivery and provisioning infrastructure-as-code to software projects, and the challenges and opportunities this presents to securing the resulting software.","This unit equips students to evaluate architectural problems and solutions in software engineering, and to develop highly extensible designs to help implement them. Students learn advanced design structures for multithreading in object oriented languages, the use of build systems and notations for creating modular software, the design and implementation of application programming interfaces (APIs), plugin systems and domain-specific languages (DSLs) for fostering communities of developers, and approaches to integrating different languages to combine their different respective benefits.","This unit prepares students to develop complex software requirements specifications, by eliciting key information from stakeholders, using a variety of techniques, tools and notations. Students learn how to gather requirements and how to express them with the clarity and precision needed for the success of a software project. Students also examine the role and scope of prototyping, and requirements gathering and specification in general, in the software development process.","Explores the use of modern client-side and server-side application frameworks for development of sophisticated web applications. The unit first covers in-depth how to work within client-side frameworks to develop complex, usable and high-performance application front ends. Second, the unit discusses and explores back-end technologies for securely implementing server-side business logic and data storage.","This unit explores the challenges of high-performance computing and big data from a software engineering perspective. Students learn how to develop, analyse and optimise software performance at a large scale, the architectural issues entailed in software that utilises very large datasets, and the ethical and compliance issues that arise when these datasets are derived from individuals’ personal details or other sensitive sources.","The most common threats to a system ranging from organised attacks to viruses and malware. This unit provides the knowledge needed to handle these threats with a focus on major network threats and vulnerabilities to an enterprise network as well as covering detailed knowledge of computer forensics (both approaches and tools) for Linux/Windows. Approaches used in massed network attacks and evaluate the methods to address these types of attacks. The basis of viruses and malware and security deficiencies that are typically exploited by viruses and web based malware. In the last part of the unit, the students will cover in detail the tools available under Windows and Unix based systems to detect and trace hacking attacks.","A detailed examination of software development from the point of view of the industry standard for information security - ISO27000. How to make large scale distributed software more secure and how operating systems are positioned from the point of view ISO27000. How to handle improve distributed data access and communication through various approaches, such as encryption and anomaly discovery."
PG,Curtin University,Perth,Data Analytics and Visualisation,School of Management, , ,AUD,Year, ,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-data-analytics-and-visualisation-specialisation--sppc-davisv1&index_url=http%3A%2F%2Fcourse-pg-data-analytics-and-visualisation-specialisation--sppc-davisv1&auth=ps%2FjJMKKmPcVoC%2BZ%2BZ7nJA&profile=_default&rank=11&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,"At Curtin, we understand that everyone’s study journey has been different.",ECOM5005 (v.1) Business Analytics and Data Visualisation,ISYS5007 (v.1) Data Management,ISYS6014 (v.1) Knowledge Management and Intelligent Systems,ISYS6013 (v.1) Data Mining and Business Intelligence,,,,,,,"This unit will develop analytical capabilities, equipping students with knowledge and skills to synthesise problems faced by businesses and apply data analysis to derive relevant information from numerical, textual and visual datasets. As consumers and producers of data, students will learn about data management and security practices, as well as developing an understanding of legal and ethical issues relating to the collection and use of data. Students will develop their analytic capabilities by understanding and interpreting a range of data types across different disciplines. This includes, but not limited to, accounting, economics, finance, management and marketing. Students will also have the opportunities to personalise their learning experience by selecting a specific discipline to complete an authentic data analytic project.","This unit presents data-driven approaches for making informed business decisions using a case-study approach. The unit explores information systems, software and technologies that support the acquisition, organisation, management and use of the data in small and medium enterprises and in multiple business domains. Topics include data validation, governance, control and quality. There will be development of skills, techniques, software and technologies to efficiently search and sort business information and to combine and clean data arising from one or more disparate data sources. Ethical issues in data management related to information privacy and data ownership will be considered. Students will explore the role of data in research to address current and future business needs.","This unit introduces knowledge management from an Information Systems perspective. Knowledge discovery, Knowledge Management Processes, Knowledge Capture, Knowledge Management Strategy and Planning, Knowledge Management Models and Tools and Knowledge continuity management, Artificial Intelligence (AI) systems, expert systems, ontologies, semantic web, and Organisational Learning and Organisational Memory.",This unit introduces students to the architecture of a database management systems (DBMS). Designing constraints and structures for database access - in particular for data warehousing and data mining applications. Loading data and establishing data integrity. Optimization techniques. Mining a database for useful information. Designing database for electronic commerce; security and ethical issues.,,,,,,
PG,Curtin University,Perth,Digital and Social Media,"School of Media, Creative Arts and Social Inquiry","14,500", ,AUD,Year,6 months full-time,Years,,,, ,,,https://search.curtin.edu.au/s/redirect?collection=curtin-learning-offerings&url=https%3A%2F%2Fstudy.curtin.edu.au%2Foffering%2Fcourse-pg-graduate-certificate-in-digital-and-social-media--gc-netscmv2&index_url=http%3A%2F%2Fcourse-pg-graduate-certificate-in-digital-and-social-media--gc-netscmv2&auth=wLwUNn%2B%2Bs4rIcgmg0oxxVQ&profile=_default&rank=12&query=%21padrenull+%7CstudyArea%3A%22%24%2B%2B+it-and-computing+%24%2B%2B%22+%7CofferingLevel%3A%22%24%2B%2B+POSTGRADUATE+%24%2B%2B%22+%7CofferingType%3A%22%24%2B%2B+COURSE+%24%2B%2B%22,English,A, , ,Australia,Yes,Yes,,Yes,Yes,Curtin requires all applicants to demonstrate proficiency in English. Specific English requirements for this course are outlined in the IELTS table below.,,,,,,,,,,,,,,,,,,,,
