Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
BA,University of Tasmania,Hobart,Bachelor of Engineering (Specialisation) with Honours - Catalyst Program (P4D1),College of Sciences and Engineering,"161,841",,AUD,Year,4,Years,ATAR,,,,,,https://www.utas.edu.au/courses/p4d1,English,A,The Engineering Catalyst Program gives you a globally relevant and professionally accredited engineering education including hands-on research experience and enriching overseas exchange and education opportunities.,"The Engineering Catalyst Program offers outstanding career advantages, giving you an edge over your competitors.",Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,University of Tasmania,Hobart,Bachelor of Surveying and Spatial Sciences with Honours (N4N),,"35,950",,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/n4n,English,A,The course objectives are:,"The Honours course provides students with advanced skills and research experience in a specialised area of surveying and spatial sciences. Graduates are likely to find employment in Commonwealth or State government agencies, or large private organisations.",Australia,Yes,Yes,,Yes,Yes,,Thesis Part A KGG445,,,,,,,,,,blank_page,,,,,,,,,,,,,,,,,,,
BA,University of Tasmania,Launceston,Bachelor of Engineering (Specialisation) with Honours (P4F1),College of Sciences and Engineering,"162,350",,AUD,Year,4,Years,ATAR,,,,,,https://www.utas.edu.au/courses/p4f1,English,A,The Bachelor of Engineering (Specialisation) with Honours is a distinctive Maritime Engineering degree and the only of its kind in the Southern hemisphere.,Working with so many skilled people who pull together to build these complex ships is probably the most satisfying part of the job. Read more,Australia,Yes,Yes,,Yes,Yes,,,"The Dark Arts: Culture, Crime and Corruption XBR108",,Asia and Australia: Bound by Sea XBR107,Energy XBR117,,Mathematics II JEE104,,,"Sport Doping, Performance Enhancing Drugs and their Detection XBR122",,"Who owns art: the artist, the purchaser or the culture that it represents? How does art reflect our cultural identity? Why is art a priority victim of war, invasion and the black market?",,"Asia and Australia: Bound by Sea
takes an innovative approach to exploring connections and engagement between
Australia and various places in Asia by focusing on the movement of peoples,
materials, technology, resources, ideas and aspirations to demonstrate the
sea's ongoing significance as a medium of interaction and exchange. You will
explore historic and contemporary encounters that have been variously
collaborative, conflicted, accidental or anticipatory, and examine how these
encounters may inform future relationships between Asia and Australia. Topics
may include, for example, the historic pearling trade, disasters and recovery,
tourism, shipping and logistical planning, and contestation and cooperation in
the South China Sea and Southern Ocean.","This unit will explore the interlinked scientific, technical, environmental, economic, social and political factors that have shaped society's energy usage and which will impact on future energy policy and decision making.",,"This first year mathematics unit builds on the fundamentals learnt in Mathematics I and provides students of science and engineering an introduction to those areas of mathematics which are most important in connection with practical problems. We will initiate the themes of mathematical modelling beginning with direct applications of theory and methods (complex numbers, matrices, differential equations, series and probability and statistics). You will develop numerical techniques where appropriate and use modern mathematical software packages such as MAPLE to investigate less tractable problems in calculus, linear algebra and modelling. This unit lays a solid foundation for more advanced mathematics undertaken in higher years.",,,"Sports doping is a truly international problem and has a significant impact on today’s society; from cheating, to the politics and ethics of sophisticated doping programs, the enormous bureaucracy and cost of monitoring and prosecuting, along with the impact on an individual’s mental and physical health. Students will recognise drug classes that can enhance athletic performance, and that both doping and detection technologies are constantly evolving, leading to a sports doping “arms race” between detection and doping which drives newer and ever more sophisticated methods of cheating. The Unit begins with an overview of drug classes that are prohibited in sport, their mechanisms of action, effects on performance, and health effects. Students will then learn to appreciate the ethical and legal issues associated with sports doping detection, as well as an introduction into analytical testing methods and processes to ensure sample integrity. The unit incorporates online learning activities consisting of lectures and supportive contextual media, as well as experiential application of internet resources.",,,,,,,"2020: $1,190.00",,,
BA,University of Tasmania,Domestic,Bachelor of Engineering (Specialisation) with Honours (Cooperative Education) (P4G),College of Sciences and Engineering,"214,231",,AUD,Year,5,Years,ATAR,,,,,,https://www.utas.edu.au/courses/p4g,English,A,"The Bachelor of Engineering (Specialisation) with Honours (Co-operative Education) programme is a distinctive Maritime Engineering degree and the only of its kind in the Southern hemisphere.  The five-year programme is accredited by Engineers Australia and aligned with the needs of industry, opening up a world of possible careers for professionally qualified maritime engineers who can provide innovative and creative solutions within the Australian and international maritime industry. The degree has a strong practical approach using our specialist facilities.","The Naval Architecture specialisation prepares students for careers in the shipbuilding industry, designing and constructing luxury super yachts, sailing and power craft, destroyers and patrol boats for the defence industry, underwater vehicles and submarines, and big ocean cruise liners; the high-speed ferry industry; insurance sector; and marine consultancy firms. It is also an excellent gateway to a career in government in the areas of commercial shipping, transport policy and administration.",Australia,Yes,Yes,,Yes,Yes,,Engineering Practicum JEE139,Work Term 2A JEE147,Work Term 3 JEE141,Co-op Portfolio JEE146,Work Term 4 JEE142,Work Term 2B JEE148,,,,,Students undertake a period of training at TasTafe consisting of multiple competency based modules related to practical engineering. Students are assessed by TasTafe insructors as being competent in the selected modules. TasTafe training will be combined with Professional Development modules to prepare students for future employer engagement and preparation for industry placement.,In Work Term 2A students are expected to show independence and responsibility in their assigned work functions.,In Work Term 3 students will have greater undertaking in their selected engineering discipline and become more experienced and proficient with design procedures than in the preceding work terms. Students are expected to acquire improved speed and accuracy in their work and at the same time accept greater responsibility and be able to function with less direct supervision. Self-confidence and initiative as well as improved analytical skills are expected to have developed at this stage in the student's engineering education.,Co-op students are required to complete a Portfolio based on their complete co-op experience. This is carried out in conjunction with the final weeks of Work Term 4 and is the capstone reflective piece for students enrolled in the co-operative education program.,"In Work Term 4 students should have a greater knowledge and comprehension of their engineering discipline and will be able to engage in various facets of engineering, such as design, analysis, project management, specifications, plans, formal proposals and tender documents. Participation in their selected engineering discipline will be encouraged. Students will have a level of responsibility commensurate with their academic background and experience. During this work term students will continue to use and understand the importance of acquired analytical skills in engineering analysis as well as the application of specifications and codes.",In Work Term 2A students are expected to show independence and responsibility in their assigned work functions.,,,,,,,,,,,,,,
BA,University of Tasmania,Domestic,Bachelor of Engineering (Specialisation) with Honours - AUT (P4F2),College of Sciences and Engineering,"162,350",,AUD,Year,4,Years,,,,,,,https://www.utas.edu.au/courses/p4f2,English,A,This course is now in teach-out and is not accepting new admissions. It has been replaced by 24V2 Bachelor of Maritime Engineering (Specialisation) (Honours) - AUT please visit that page for the latest information.,"The Bachelor of Engineering (Naval Architecture) with Honours prepares students for careers in the shipbuilding industry, designing and constructing luxury super yachts, sailing and power craft, destroyers and patrol boats for the defence industry, underwater vehicles and submarines, and big ocean cruiseliners; the high-speed ferry industry; insurance sector; and marine consultancy firms. It is also an excellent gateway to a career in government in the areas of commercial shipping, transport policy and administration.",Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,University of Tasmania,Domestic,Bachelor of Engineering (Specialisation) with Honours - ECU (P4F3),College of Sciences and Engineering,"162,350",,AUD,Year,4,Years,,,,,,,https://www.utas.edu.au/courses/p4f3,English,A,"The Bachelor of Engineering (Specialisation) (Honours) programme is a distinctive Maritime Engineering degree and the only of its kind in the Southern hemisphere.  The four-year programmes are accredited by Engineers Australia and are aligned with the needs of industry, opening up a world of possible careers for professionally qualified maritime engineers who can provide innovative and creative solutions within the Australian and international maritime industry. The degree has a strong practical approach using our specialist facilities. Within the first two years of study, compulsory units in the degree cover the fundamental aspects of maritime engineering, after which students specialise in one of the following:","The Bachelor of Engineering (Naval Architecture) with Honours prepares students for careers in the shipbuilding industry, designing and constructing luxury super yachts, sailing and power craft, destroyers and patrol boats for the defence industry, underwater vehicles and submarines, and big ocean cruiseliners; the high-speed ferry industry; insurance sector; and marine consultancy firms. It is also an excellent gateway to a career in government in the areas of commercial shipping, transport policy and administration.",Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,University of Tasmania,Launceston,Bachelor of Engineering (Specialisation) with Honours - Flinders (P4F4),College of Sciences and Engineering,"162,350",,AUD,Year,4,Years,,,,,,,https://www.utas.edu.au/courses/p4f4,English,A,"The Bachelor of Engineering (Specialisation) (Honours) programme is a distinctive Maritime Engineering degree and the only of its kind in the Southern hemisphere.  The four-year programmes are accredited by Engineers Australia and are aligned with the needs of industry, opening up a world of possible careers for professionally qualified maritime engineers who can provide innovative and creative solutions within the Australian and international maritime industry. The degree has a strong practical approach using our specialist facilities. Within the first two years of study, compulsory units in the degree cover the fundamental aspects of maritime engineering, after which students specialise in one of the following:","The Bachelor of Engineering (Naval Architecture) with Honours prepares students for careers in the shipbuilding industry, designing and constructing luxury super yachts, sailing and power craft, destroyers and patrol boats for the defence industry, underwater vehicles and submarines, and big ocean cruise liners; the high-speed ferry industry; insurance sector; and marine consultancy firms. It is also an excellent gateway to a career in government in the areas of commercial shipping, transport policy and administration.",Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,University of Tasmania,Distance Sydney,Diploma of Engineering Infrastructure (Specialisation) (P1A),College of Sciences and Engineering,,,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/p1a,English,A,"The  Diploma of Engineering Infrastructure (Specialisation) is aimed at engineering personnel intending to work in the management, design, construction and maintenance of infrastructure, and it fills a critical knowledge and skills gap not currently being addressed in the tertiary sector.","Graduates of the  Diploma of Engineering Infrastructure (Rail) will have levels of knowledge of track engineering, legislation and regulation, such that they can operate under professional supervision in designing, constructing, commissioning, monitoring, maintaining and managing a section of track and have skills to communicate and interact with stakeholders in ensuring the track meets the operational performance standards of the railway business.",Australia,Yes,Yes,,Yes,Yes,,Application of Track Engineering JEE150,,,,,,,,,,"Ultimately it is the trains that provide the service that customers of the railway require, and that service must be speedy, on-time and cost-effective. Anything that interferes with the smooth operation of trains causes negative ripple effects which can in time ruin an otherwise successful business. To be able to contribute effectively to track engineering, you will need to be able to demonstrate confidence in dealing with the many interfaces between parts of a railway, especially when it comes to dealing with railway incidents. Careful timetabling is central to meeting client needs, as is the management of incidents and dealing with the many interfaces between parts of a railway, which disrupt operations. For an electrified railway, the role of the traction system and its infrastructure are an integral part of operations.",,,,,,,,,,"2020: $1,190.00",,,,,,,,,
DIP,University of Tasmania,Launceston,Graduate Diploma in Maritime Engineering (Naval Engineering) (J6Z1),College of Sciences and Engineering,"32,000",,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/j6z1,English,A,The Graduate Diploma in Maritime Engineering (Naval Engineering) degree program is designed to provide engineering graduates with in-depth exposure to a wide range of subjects relevant to the development and procurement of maritime engineering systems.,,Australia,Yes,Yes,,Yes,Yes,,Marine Propulsion Systems JEE500,,,,,,,,,,"This unit equips students with an understanding of the design features, operation and operational characteristics of the prime movers used on board a variety of vessels. Students apply this knowledge to obtaining effective engineering design solutions for marine propulsion systems, so that they can meet their functional purposes within national and international statutory and regulatory frameworks.",,,,,,,,,,,,,,,,,,,
DIP,University of Tasmania,Launceston,Graduate Diploma in Maritime Engineering (Technology Management) (J6Z2),College of Sciences and Engineering,"32,000",,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/j6z2,English,A,The Graduate Diploma in Maritime Engineering (Technology Management) program is designed to provide engineering graduates with in-depth exposure to a wide range of subjects relevant to the development and procurement of maritime engineering systems.,,Australia,Yes,Yes,,Yes,Yes,,Marine Propulsion Systems JEE500,,,,,,,,,,"This unit equips students with an understanding of the design features, operation and operational characteristics of the prime movers used on board a variety of vessels. Students apply this knowledge to obtaining effective engineering design solutions for marine propulsion systems, so that they can meet their functional purposes within national and international statutory and regulatory frameworks.",,,,,,,,,,,,,,,,,,,
BA,University of Tasmania,Launceston,Bachelor of Applied Science (Environmental Science) (73U),College of Sciences and Engineering,"105,456",,AUD,Year,3,Years,ATAR,,,,,,https://www.utas.edu.au/courses/73u,English,A,"This degree combines Biology, Chemistry, Ecology and Geography with studies in Environmental Policy and Management. It prepares you for careers which educate, guide, manage and support both private and public companies in the pursuit of sustainability and environmental understanding and management.","The degree will prepare students for a wide range of careers in industry, government, private consulting firms, non-profit organisations and educational institutions performing duties such as environmental and natural resource management, pollution monitoring and environmental impact assessments, water and waste water management, and policy analysis and implementation. An educational background in environmental science will be attractive to a wide range of employers given the impact of environmental issues on most employment sectors.",Australia,Yes,Yes,,Yes,Yes,,,Environmental Impact Assessment KGA381,Global Geographies of Change KGA171,,Marine Protected Area Management JFA316,Agricultural Landscape Systems KLA381,Environmental Management KGA223,"Space, Place and Nature KGA172",Rivers and Coasts KGA326,,,"This unit provides an introduction to legal, administrative, social and scientific aspects of environmental impact assessment (EIA) using case studies. The unit emphasises the practical aspects of environmental impact assessment in Tasmanian contexts, but EIA processes and legislation are similar in many parts of the world. Being able to navigate the Tasmanian system will translate well into be able to work in EIA in other parts of Australia and internationally. The unit has a diverse enrolment from science, law, social science, engineering, surveying and other land management disciplines who bring their own disciplinary knowledge and skills to bear on complex socio-environmental problems. The unit is strongly work-integrated, with a significant emphasis on professional practice skills that will bridge from studies into the workplace.","This introduction to geography and environmental studies integrates physical and social science inquiry. You study earth evolution, human development and their interaction, in light of questions about sustainability. You apply this knowledge to issues of vital importance around the world and in Tasmania, including climate change, population change, inequality, food security, natural hazards and globalisation. Interactive workshops enable you to explore these issues through training in mapping and fieldwork, and group projects, scenario building and class debates. Knowledge and skills developed in this unit can be applied in a wide variety of professions including environmental science and management, social policy and planning, spatial science, international development and nature conservation. Students wishing to enrol in second and third year units in geography and environmental studies should also take KGA172 Space, Place and Nature in Semester 2, which can be taken before KGA171 for mid-year entry students.",,"This unit provides students with the principles and practices necessary for the planning and management of marine protected areas (MPAs). The unit syllabus addresses the types and roles of MPAs, planning and administration, processes for establishing an MPA and management of MPAs. Students learn to develop and recommend objectives critical for the establishment of an MPA, to identify appropriate strategies for balancing conservation and ecologically sustainable development and to critically appraise the efficacy of protected areas.","This unit examines agricultural production systems within the context of climate, landscapes and natural resources. Management of soil, land, water and vegetation resources on a catchment and property basis will be covered. Students will develop competency in the assessment of land resources including soil survey, land capability, biodiversity and suitability for agriculture and forestry. A group mapping project will form a major part of the assessment.","Society needs professional environmental managers who have the knowledge and skills to effectively tackle problems of sustainable resource use, climate change and biodiversity conservation. Environmental managers also play an important role in helping communities identify and move towards sustainable and just futures. Environmental management is about how we (institutions and individuals) try to identify, protect and enhance environmental values. So we start by examining the variety and meanings of such values. We then explore the various means - the menu of options - for delivering environmental outcomes. These options include instruments such as legislation and market-based approaches; and methods such as community engagement and outreach. We also critically examine the effectiveness of such measures, and consider how we might achieve better management outcomes. These topics are exemplified through case studies in land use planning, food systems, waste management, coastal management, wetlands and biodiversity conservation.","This foundation unit in Geography and Environmental Studies develops your knowledge of the ways in which people turn space into place, how patterns of landforms, soils, plants and animals form on the surface of the earth, and how cultures, societies and economies manage, and are affected by, ecosystem processes. Workshops, many of which are in the field, will provide you with tools to spatially relate geographic phenomena, describe landforms, soils and vegetation, and undertake value analyses of environmental and cultural issues. Local examples that have wider application will be the focus of workshops. This unit is useful for a wide variety of occupations and professions, as well as enhancing everyday existence. Students wishing to do second and third year units in Geography and Environmental Studies should also take KGA171 The Global Geography of Change.","Coastlines and river catchments undergo processes of change, bringing complex management issues. Focus is on sedimentary environments of hill slopes, river channels, beaches and estuaries, including natural hazards such as flooding, landslides and coastal erosion. Vulnerability of different types of coastlines to sea-level rise is explored, using international case studies where serious problems are already occurring. Methods for rehabilitation of slope, river channel and coastal degradation and erosion are incorporated. Training is provided in field and laboratory techniques by which scientists may measure, monitor and manage processes in the physical environment that affect human society.",,,"Apply environmental knowledge and EIA process to case studies in order to make recommendations about environmental outcomes., Analyse the social-political context of environmental impact assessment in order to advise on stakeholder management., Evaluate self, team and project management tools (such as risk assessment) for EIA case studies in order to actively manage projects in a complex and multidisciplinary environment.",,,,,"Analyse the context of, and conflicts associated with, environmental management/sustainability issues and make a case for the purposes and goals of environmental management., Recognise, assess and explain the roles and responsibilities of governments, the private sector and civil society in relation to environmental management., Review and critique the regulatory, economic and voluntary instruments, and decision-making frameworks employed in environmental management., Develop professional ability to formulate and communicate (through written reports and oral presentations) effective management solutions  through teambased and individual projects.","demonstrate basic geographical knowledge of ecological and social systems, identify and analyse different value positions that shape human relationships with nature, apply geographical skills to collect ecological and social data, and use this to create basic maps and graphs, communicate critical thinking through literature‐based research, visual presentation of geographic data, teamwork and practices of academic integrity","Assess changes in geomorphology, in relation to slope processes, river catchments, and the range of different coastal settings, Apply methods of rehabilitation for slope, river and coastal erosion, Assess the vulnerability of sedimentary landscapes to flooding, land instability, and sea level change, Identify the methodologies by which scientists may measure, monitor and manage processes in the physical environment that affect human society",
BA,University of Tasmania,Hobart,Bachelor of Science (P3O),College of Sciences and Engineering,"105,456",,AUD,Year,3,Years,ATAR,,,65,,,https://www.utas.edu.au/courses/p3o,English,A,"Our exciting degree structure is built to prepare you for your future career, no matter where your path takes you.","""The best thing about studying science is that I could follow a passion and change direction as I went, and in doing so I actually opened up even more career options for myself. Studying science doesn’t confine you to a particular career, you could even do something not related to your field of study, using the skills you pick up in research, analysis and communication.""",Australia,Yes,Yes,,Yes,Yes,,Remotely Operated and Autonomous Vehicle Technologies JNB366,Wave Mechanics and Quantum Mechanics KYA321,Global Geographies of Change KGA171,Advanced Research Skills in Psychology PSY311,Foodborne Pathogens KLA304,Aquatic Botany KSM305,"Cell Biology, Genetics and Evolution KPZ164",Mineral Exploration KEA343,Air Freight Transport JNB161,"Space, Place and Nature KGA172","This unit introduces you to the autonomous and remotely operated airborne, seaborne and underwater vehicles used to support operations in the blue economy. The unit examines how the technologies driving industry 4.0 such as advanced materials, sensors and communication, robotics and automation are transforming blue economy operations; especially in remote and dangerous environments. In addition, the unit critically evaluates the use of vehicles such as maritime autonomous surface ships (MASS), autonomous underwater vehicles (AUVs) and drones from technological, regulatory, social, environmental, business and ethical perspectives.","Wave mechanics develops the ideas of quantum physics, starting with the wave/particle nature of matter and radiation. Topics include an introduction to quantum behaviour via examples such as electron spin and photon polarisation states, Heisenberg's principle, and applications of the Schroedinger's equation to particles in potential traps and barriers.","This introduction to geography and environmental studies integrates physical and social science inquiry. You study earth evolution, human development and their interaction, in light of questions about sustainability. You apply this knowledge to issues of vital importance around the world and in Tasmania, including climate change, population change, inequality, food security, natural hazards and globalisation. Interactive workshops enable you to explore these issues through training in mapping and fieldwork, and group projects, scenario building and class debates. Knowledge and skills developed in this unit can be applied in a wide variety of professions including environmental science and management, social policy and planning, spatial science, international development and nature conservation. Students wishing to enrol in second and third year units in geography and environmental studies should also take KGA172 Space, Place and Nature in Semester 2, which can be taken before KGA171 for mid-year entry students.","Psychology, the study of human behaviour, is wondrous in its complexity. Individual behaviour is affected and influenced by many factors, including biological, neurological, psychological and cultural. Psychologists can and do measure all of these factors and understand that the relationships and effects among them are many and varied. Some factors influence behaviour directly and others indirectly; some effects and influences are large, while others are small; and the mix among these is often variable, sensitive to situational and behavioural contexts, age, motivations and gender. As knowledge and technology continue to advance, psychology researchers are asking increasingly complex and nuanced questions about human behaviour. To successfully integrate and interpret data from these studies requires knowledge of advanced research methods and advanced statistical tools. In this unit you will extend your knowledge and skills to help you to make principled choices among a variety of advanced statistical tools, choices that are often not clear cut for complex questions. You will learn and apply principles to assist with consolidating and interpreting complex data. And you will learn how to communicate the results obtained from complex analyses in a clear and principled way.","Maintenance of food security and public health requires vigilance in the food supply chain based on knowledge of the physiology, ecology and epidemiology of food-borne pathogens including bacteria, viruses and parasites. This unit focuses on enhancing depth of knowledge of food-borne pathogens for Master of Applied Science students within the areas of Microbiology and Food Safety.","Provides instruction in the biodiversity and phylogeny of algal groups and allied protists, physico-chemical limnology and oceanography, phytoplankton ecology, micropaleontology, seaweeds, harmful algal blooms and aquatic food webs. Particular reference is made to studies in Australian, Antarctic and Southern Ocean waters. Applied phycological research and implications for environmental monitoring, climate change and aquaculture are emphasised.","Cell biology, genetics and evolution are fundamental to an understanding of the processes of life. In this unit, we examine the structure and function of prokaryotic and eukaryotic cells, including a discussion of the energy flow in photosynthesis, respiration and metabolism. We introduce DNA structure and function from molecular to organism levels, and current applications of DNA technology. We also introduce classical genetic and evolutionary theory as unifying explanations of life. Laboratory practicals investigate enzyme function, cytogenetics, and the genetic analysis of populations.","The unit provides geoscience skills to help discover the resources for our everyday needs. Most things we use in everyday life require resources. Think mobile phone, cars, fridges, cutlery, crockery and glassware to name a few. Resources represent the concentration of elements into small domains within the Earth. It is a bit like finding a needle in a haystack. Fortunately, the concentration processes often leave broad footprints. How minerals concentrate into resources and how to recognise their halos has been the focus of specialised research at the University of Tasmania for over 25 years. Our experts teach into this unit which encompasses modern mineral exploration techniques and applying them to particular ore deposit types. An emphasis is placed on the integration of a range of geological, geochemical and geophysical data sets to define targets for ore discovery. Practical experience is guided through a number of mineral exploration exercises culminating in a real-world-data exploration targeting task.","This unit covers a wide range of topics relating to the air freight transport industry including its management and operation, economic and market characteristics, airports and aircraft, marketing and pricing strategies, forecasting, cargo handling and terminal management, designed to give you a holistic picture of the air freight transport industry. The discussion of air freight transport will focus on the movement of cargo by air in both domestic and global markets. The unit will also introduce you to policies and regulations that govern the air freight transport industry.","This foundation unit in Geography and Environmental Studies develops your knowledge of the ways in which people turn space into place, how patterns of landforms, soils, plants and animals form on the surface of the earth, and how cultures, societies and economies manage, and are affected by, ecosystem processes. Workshops, many of which are in the field, will provide you with tools to spatially relate geographic phenomena, describe landforms, soils and vegetation, and undertake value analyses of environmental and cultural issues. Local examples that have wider application will be the focus of workshops. This unit is useful for a wide variety of occupations and professions, as well as enhancing everyday existence. Students wishing to do second and third year units in Geography and Environmental Studies should also take KGA171 The Global Geography of Change.","Identify the capabilities, limitations and risks of technologies used in operating remotely controlled/autonomous vehicles., Apply remotely operated/autonomous vehicles (AUV, MASS, and drone) technologies for data collection, monitoring, and remote operations in the marine environment., Evaluate the use of remotely operated/autonomous vehicles in the marine environment from technological, regulatory, social, environmental, business and ethical perspectives.",,,,,,,,,"demonstrate basic geographical knowledge of ecological and social systems, identify and analyse different value positions that shape human relationships with nature, apply geographical skills to collect ecological and social data, and use this to create basic maps and graphs, communicate critical thinking through literature‐based research, visual presentation of geographic data, teamwork and practices of academic integrity"
BA,University of Tasmania,Hobart,Bachelor of Science - Catalyst Program (P3O1),College of Sciences and Engineering,"105,456",,AUD,Year,3,Years,ATAR,,,,,,https://www.utas.edu.au/courses/p3o1,English,A,The Science Catalyst Program gives you a world-class science education including hands-on research experience and an enriching overseas study exchange.,"""The best thing about studying science is that I could follow a passion and change direction as I went, and in doing so I actually opened up even more career options for myself. Studying science doesn’t confine you to a particular career, you could even do something not related to your field of study, using the skills you pick up in research, analysis and communication.""",Australia,Yes,Yes,,Yes,Yes,,The Sciences and Society XBR204,Data Handling and Statistics 1 KMA153,Effective Speaking FPB252,Entrepreneurship BAA211,Data Handling and Statistics 2 KMA253,,,,,,"We live in a world of sciences. From the pure physics of string theory to the applied sociology of interventions, from the study of nanoparticles to broadband strategies. Science, in its various forms, plays an important role in how we as individuals and as a society, perceive, understand, and make decisions in the world. However, such knowledge is influenced and shaped by broad social, cultural, economic and political issues, which influence how this knowledge is produced and used (or not used). Yet despite the importance of science people can have trouble explaining what science is and what scientists do.","Introduces the management and interpretation of quantitative information. A 'hands-on' course, developed using data which is drawn from disciplines of relevance to the students. Topics include: collecting, processing and presenting quantitative information; descriptive statistics for summarising data; data exploration techniques; the role of chance; sampling; commonly used statistical methods, such as hypothesis testing, confidence intervals, Anova and regression.","This unit addresses the communication needs of students, current and intending professionals required to speak in presentation contexts. Participants will experience specific vocal and physical skills in the presentation of dynamic and highly focused material and tasks. Various delivery techniques and strategies enable participants to reach an identified or intended audience with impact and purpose. How to address performance anxiety and transfer these skills to professional contexts is part of the study profile of this unit. The skills-based and experiential learning approach supports and provides the confidence necessary to present in front of an audience to facilitate professional development.","Entrepreneurship is a way of looking at business that is focused on opportunities, creativity and innovation. It is also about having a passion for doing the things that are important to you, be they related to business or not. It is about challenge and persistence. It is about the development of an enterprising mindset, from which you can create the opportunities for your satisfaction. To successfully complete this unit, you will be required to make a contribution (physically, intellectually and emotionally) that may be higher than you have previously made in your past studies.","This unit is designed to extend the knowledge of statistical data analysis. It builds on the concepts of regression and ANOVA introduced in Data Handling & Statistics 1 and introduces analyses using multiple explanatory variables, mixed-effects models and generalized linear models (GLMs, such as logistic regression.  Students will become proficient in the use of a contemporary statistical package R, the interpretation of its output and reporting of statistical analyses to statisticians and to general public. Students will be able to evaluate the appropriateness of experimental designs and statistical methods and suggest changes to designs and analysis.",,,,,,,,100103,"Demonstrate knowledge of the theories and concepts related to the process and context of entrepreneurship., Apply knowledge of entrepreneurship to identify an opportunity and develop an innovative business solutions., Communicate ideas clearly in written and oral form.",,,,,,
