Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
BA,TAFE SA,Tonsley,Diploma of Building and Construction (Building)/Bachelor of Innovation and Entrepreneurship – Uni of Adelaide Pathway,Building and Construction,"$27,710 -
                          $37,168",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP10022.aspx?S=AWD&Y=2021,English,A,"This qualification is designed to meet the needs of builders, including selecting contractors, overseeing work quality, and liaising with clients. The builder may also be the appropriately licensed person with responsibility under the relevant building licensing authority in the state or territory.",Commercial construction manager.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,"

",,"

","

",,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Tonsley,Diploma of Building Design,Building and Construction,"$21,528 -
                          $31,280",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00299.aspx?S=AWD&Y=2021,English,A,"This qualification applies to building designers who undertake building design projects covered by the Building Code of Australia (BCA), except Construction Type A buildings. Building designers may specialise in residential projects including new buildings, heritage restorations and additions or renovations; or they may also undertake commercial and industrial projects such as factories, motels, offices, restaurants, retail or service outlets and warehouses.","Numerous career paths exist for building designers, including working for building design or architectural firms, consultancies, government departments, residential and commercial developers or self-employment.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,"Apply OHS requirements, policies and procedures in the construction industry",Develop concepts for small-scale building design projects and finalise solutions with clients,Produce compliant client-approved designs for small-scale building design projects,Produce compliant client-approved working drawings for small-scale residential buildings,Recommend sustainability solutions for small-scale building design projects,Research construction materials and methods for small-scale residential building design projects,,,,,,,,,,,,,,,,,,,,,,,,
BA,TAFE SA,Tonsley,Diploma of Building Design / Bachelor of Architectural Design - Uni of Adelaide Pathway,Building and Construction,"$21,528 -
                          $31,280",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP10238.aspx?S=AWD&Y=2021,English,A,"This qualification applies to building designers who undertake building design projects covered by the Building Code of Australia (BCA), except Construction Type A buildings. Building designers may specialise in residential projects including new buildings, heritage restorations and additions or renovations; or they may also undertake commercial and industrial projects such as factories, motels, offices, restaurants, retail or service outlets and warehouses.","Numerous career paths exist for building designers, including working for building design or architectural firms, consultancies, government departments, residential and commercial developers or self-employment.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,"

",,"

",,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Introduction to AutoCAD,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T041630624.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,REVIT Architecture Fundamentals,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T197411512.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Building and Construction (Estimating),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_FYS.aspx?S=INT&Y=2021,English,A,"This course is designed to meet the needs of estimators and schedulers in the building and construction field. An estimator is the person who measures and costs the amount of material, labor, plant and equipment needed to complete a job. The estimator will also negotiate with sub-contractors on costs as well as produce material schedules for ordering a delivery.","Building estimator, Building scheduler.",Australia,Yes,Yes,,Yes,Yes,,Normal,No,Apply building codes and standards to the construction process for low-rise building projects,Apply risk management techniques,Apply structural principles to commercial low-rise constructions,Apply structural principles to residential low-rise constructions,Identify and produce estimated costs for building and construction projects,Prepare and evaluate tender documentation,Produce labour and material schedules for ordering,Read and interpret plans and specifications,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Building and Construction (Site Management),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_FYT.aspx?S=INT&Y=2021,English,A,"This course is designed to meet the needs of site managers and supervisors in the building and construction industry. A site manager/supervisor is the person who manages and supervisors all construction work carried out on a building site by tradespeople, subcontractors and suppliers.","Building Site Manager, Building Site Supervisor.",Australia,Yes,Yes,,Yes,Yes,,Normal,No,Apply building codes and standards to the construction process for low-rise building projects,Apply legal requirements to building and construction projects,Apply structural principles to commercial low-rise constructions,Apply structural principles to residential low-rise constructions,Conduct on site supervision of building and construction projects,Manage occupational health and safety in the building and construction workplace,Plan building or construction work,Promote team effectiveness,Read and interpret plans and specifications,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Building and Construction (Building),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_FZD.aspx?S=INT&Y=2021,English,A,"This course is designed to meet the needs of builders and managers of small to medium-sized building businesses. A builder is the person who coordinates the construction of a building and takes responsibility for the overall completion of the job, including selecting contractors, overseeing the work and its quality, and liaising with the client.","Builder, Construction Manager.",Australia,Yes,Yes,,Yes,Yes,,Normal,No,Apply building codes and standards to the construction process for low-rise building projects,Apply legal requirements to building and construction projects,Apply structural principles to commercial low-rise constructions,Apply structural principles to residential low-rise constructions,Conduct on site supervision of building and construction projects,Identify and produce estimated costs for building and construction projects,Manage occupational health and safety in the building and construction workplace,Manage small business finances,Plan building or construction work,Produce labour and material schedules for ordering,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Building Design Drafting,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00855.aspx?S=INT&Y=2021,English,A,"This course provides building design drafters with the competencies required to support building designers and architects. The building design drafter may work on a wide range of building design projects, including high rise commercial projects, but always under the supervision and instruction of an appropriately licensed or accredited architect or building designer. The drafter also provides administrative support to the design team, including data collection and storage, and file management.","Draftsperson to a design or architectural business, Assistant to building designer, Assistant to an architect.",Australia,Yes,Yes,,Yes,Yes,,Normal,No,"Collect, apply and store building design project information",Import and transpose information from external sources into digital building design drawings,Produce 2-D drawings for building design projects using CAD software,Produce digital building design concept drawings,Research and apply compliance requirements to technical construction documentation,Research and evaluate construction materials and methods for building design projects,Review and report structural integrity of building designs,Set up BIM-capable software and files for building design drafting projects,Store and retrieve building design documentation,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,,Diploma of Building and Construction (Building),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00297.aspx?S=INT&Y=2021,English,A,"This qualification is designed to meet the needs of builders, including selecting contractors, overseeing work quality, and liaising with clients. The builder may also be the appropriately licensed person with responsibility under the relevant building licensing authority in the state or territory.",Commercial construction manager.,Australia,Yes,Yes,,Yes,Yes,,Normal,No,Apply building codes and standards to the construction process for low-rise building projects,Apply building codes and standards to the construction process for medium rise building projects,Apply principles of OHS risk management,Apply structural principles to residential low-rise constructions,Apply structural principles to the construction of medium rise buildings,Identify and produce estimated costs for building and construction projects,Manage construction work,Manage project quality,Manage project risk,Monitor costing systems on medium rise building and construction projects,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,,Diploma of Building Design,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00299.aspx?S=INT&Y=2021,English,A,"This qualification applies to building designers who undertake building design projects covered by the Building Code of Australia (BCA), except Construction Type A buildings. Building designers may specialise in residential projects including new buildings, heritage restorations and additions or renovations; or they may also undertake commercial and industrial projects such as factories, motels, offices, restaurants, retail or service outlets and warehouses.","Numerous career paths exist for building designers, including working for building design or architectural firms, consultancies, government departments, residential and commercial developers or self-employment.",Australia,Yes,Yes,,Yes,Yes,,Normal,No,"Apply OHS requirements, policies and procedures in the construction industry",Develop concepts for small-scale building design projects and finalise solutions with clients,Produce compliant client-approved designs for small-scale building design projects,Produce compliant client-approved working drawings for small-scale residential buildings,Recommend sustainability solutions for small-scale building design projects,Research construction materials and methods for small-scale residential building design projects,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,Port Lincoln,Certificate II in Construction Pathways,Building and Construction,"$3,650 -
                          $11,242",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00230.aspx?S=AWD&Y=2021,English,A,"This course gives you a taste of different trades in the building industry. 
You will develop a broad range of skills across joinery, shopfitting, carpentry and bricklaying, and learn foundational skills that will help you gain your trade apprenticeship.
Through theoretical and practical course work, you will learn to read and interpret specifications and plans, carry out measurements and calculations, correctly use hand and power tools, identify materials you will work with in construction and how to follow instruction from trade supervisors.",This qualification provides a pathway to the primary trades in the construction industry with the exception of plumbing. Trade outcomes are predominantly achieved through an Australian Apprenticeship.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,"Apply OHS requirements, policies and procedures in the construction industry",Carry out measurements and calculations,Conduct workplace communication,Plan and organise work,Read and interpret plans and specifications,Work effectively and sustainably in the construction industry,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,Elizabeth,Certificate II Program in Construction Pathways (Mortar),Building and Construction,"$3,600 -
                          $11,088",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00266.aspx?S=AWD&Y=2021,English,A,"This qualification provides a pathway to the bricklaying, tiling and plastering trades in the construction industry. Develop and understanding of building skills and principles and be exposed to common scenarios you'll experience on the job. You will learn the best health and safety practices, how to correctly use tools, and learn about the materials you will be working with. Trade outcomes are predominantly achieved through an Australian Apprenticeship.","This qualification provides a pathway to the bricklaying, tiling and plastering trades in the construction industry. Trade outcomes are predominantly achieved through an Australian Apprenticeship.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Licence to Operate a Boom-Type Elevated Work Platform (Boom 11 meters or more),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T643966838.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Licence to Operate a Forklift Truck,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T571618728.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Safety Supervisor Course,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T603569442.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,White Card - Prepare to Work Safely in the Construction Industry,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T824179525.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Work Safely at Heights,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T871301299.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Yellow Card - Operate Elevating Work Platform (Scissor and Boom),Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T592724190.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Flooring Technology,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01136.aspx?S=APP&Y=2021,English,A,This course is for apprentices wishing to acquire the skills and knowledge needed to work in the flooring technology sector in commercial and residential areas of the furnishing industry.,"This qualification reflects vocational outcomes for those performing flooring job roles including safe handling of materials in a defined range of skilled operations, usually within a range of broader related activities involving known routines, methods and procedures, where some discretion and judgement is required in the selection of equipment, services or contingency measures and within known time constraints.",Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No,Assess flooring installation sites,Communicate in the workplace,Establish and maintain a safe flooring technology work environment,Handle dangerous goods/hazardous substances,Make measurements and calculations,Plan and cost flooring technology work,Prepare subfloors with cementitious coating applications,Prepare to work safely in the construction industry,Read and interpret work documents,Receive and prepare flooring materials,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Glass and Glazing,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01137.aspx?S=APP&Y=2021,English,A,"As an Apprentice you will learn the skills and knowledge to perform glass processing, glazing or architectural glass functions in residential and commercial operations. Learning could also cover manufacturing, processing, installation and fabrications of windows.","This qualification reflects vocational outcomes for those performing glass processing, glazing or architectural glass functions in residential and commercial operations and could include manufacturing, processing, installation and stained glass and leadlighting design.",Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No,Communicate in the workplace,Cut thin glass by hand,Make measurements and calculations,Manually move glass,Participate in environmentally sustainable work practices,Process glass by basic machines,Provide first aid,Work in a team,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Wall and Ceiling Lining,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00262.aspx?S=APP&Y=2021,English,A,As an Apprentice you will gain practical training with this hands-on course. Gain a trade qualification and learn the latest in wall and ceiling lining skills so that you can become an asset to any employer with your plastering industry apprenticeship.,Wall and Ceiling Liner.,Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No,Apply levels of finish standards to planning and inspection of own work,"Apply OHS requirements, policies and procedures in the construction industry",Carry out measurements and calculations,Conduct workplace communication,Cut and fix paper-faced cornices,Finish category 1 and 2 wet areas,Finish plasterboard joins manually,Fix battens,Fix ceiling sheets to external proctected areas,Fix fibre cement board,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,Elizabeth,Certificate II Program in Construction Pathways (Carpentry and Joinery),Building and Construction,"$3,600 -
                          $11,088",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00249.aspx?S=AWD&Y=2021,English,A,Explore a career in the construction trade with a focus on carpentry and joinery. You will learn a broad range of skills in carpentry and joinery to gain entry-level experience in this sought-after trade.,This qualification provides a pathway to the primary trades in the construction industry with the exception of plumbing. Trade outcomes are predominantly achieved through an Australian Apprenticeship.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Tonsley,Certificate III in Cabinet Making,Building and Construction,"$10,585 -
                          $26,791",,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00694.aspx?S=AWD&Y=2021,English,A,"Learn how to make or repair furniture and manufacture and install fitted furniture typically found in kitchens, bathrooms and related contexts. Installation skills may be applied to new or renovation work. The work is in a defined range of skilled operations, usually within a range of broader related activities involving routines, methods and procedures.","This qualification describes the trade level outcomes for those working in furniture making and those involved in the manufacture and installation of fitted furniture typically in a kitchen, bathroom and related context. Installation skills may be applied to new or renovation work. The work is in a defined range of skilled operations, usually within a range of broader related activities involving known routines, methods and procedures, where some discretion and judgement is required in the selection of equipment, services or contingency measures and within known time constraints.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Communicate in the workplace,Make measurements and calculations,Participate in environmentally sustainable work practices,Read and interpret work documents,Use furniture making sector hand and power tools,Work in a team,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Tonsley,Certificate III in Furniture Finishing,Building and Construction,"$14,819 -
                          $16,097",,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00688.aspx?S=AWD&Y=2021,English,A,"This qualification will prepare you to work as a furniture finisher where you can gain work either in a modern field such as kitchens and commercial interiors, or in a more traditional environment such as restoration and preservation. A furniture finisher complements and provides the final ‘wow’ factor to a finished item of furniture. It is an important and integral part of the furnishing industry and there is a high demand for qualified and experienced furniture finishers.","This qualification reflects vocational outcomes for those performing furniture finishing job roles in a defined range of skilled operations, usually within a range of broader related activities involving known routines, methods and procedures, where some discretion and judgement is required in the selection of equipment, services or contingency measures and within known time constraints.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Communicate in the workplace,Dismantle and re-assemble furniture,Estimate and cost job,Handle dangerous goods/hazardous substances,Make measurements and calculations,Participate in environmentally sustainable work practices,Read and interpret work documents,Use furniture finishing sector hand and power tools,Work in a team,Work safely,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Tonsley,Certificate III in Furniture Making,Building and Construction,"$14,655 -
                          $21,042",,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00689.aspx?S=AWD&Y=2021,English,A,"This course has been designed to provide you with a broad base of knowledge and practical skills required to perform a wide range of tasks in furniture making, including interpretation of specifications, and drawings, use of specialised machines and hand techniques.",Furniture maker. This course can also be used as a pathway into an apprenticeship.,Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Apply manufactured board conversion techniques,Assemble furnishing components,Communicate in the workplace,Estimate and cost job,Hand make timber joints,Handle dangerous goods/hazardous substances,Make measurements and calculations,Participate in environmentally sustainable work practices,Prepare surfaces for finishing,Produce manual and computer-aided production drawings,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Basic Home and Building Maintenance,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T885040075.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Furniture Restoration,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T505507154.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Musical Instrument Making,Building and Construction,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T885879913.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Cabinet Making,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00694.aspx?S=APP&Y=2021,English,A,"Learn how to make or repair furniture and manufacture and install fitted furniture typically found in kitchens, bathrooms and related contexts. Installation skills may be applied to new or renovation work. The work is in a defined range of skilled operations, usually within a range of broader related activities involving routines, methods and procedures.","This qualification describes the trade level outcomes for those working in furniture making and those involved in the manufacture and installation of fitted furniture typically in a kitchen, bathroom and related context. Installation skills may be applied to new or renovation work. The work is in a defined range of skilled operations, usually within a range of broader related activities involving known routines, methods and procedures, where some discretion and judgement is required in the selection of equipment, services or contingency measures and within known time constraints.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Some additional subsidies are available for eligible applicants.


",Apprenticeships & Traineeships,No,Communicate in the workplace,Make measurements and calculations,Participate in environmentally sustainable work practices,Read and interpret work documents,Use furniture making sector hand and power tools,Work in a team,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Carpentry,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00254.aspx?S=APP&Y=2021,English,A,"As an apprentice you will learn how to construct, install, finish and repair structures and fixtures for residential, commercial and industrial developments. Participants will work with a range of tools, equipment and materials to construct frames for walls and ceilings, construct pitched and advanced roofs and eaves.  This course also teaches how to erect and dismantle formwork for footings and slabs on the ground.",To become a carpenter you usually have to complete an apprenticeship in Carpentry.,Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No,"Apply OHS requirements, policies and procedures in the construction industry",Carry out concreting to simple forms,Carry out excavation,Carry out general demolition of minor building structures,Carry out levelling operations,Carry out measurements and calculations,Carry out setting out,Conduct workplace communication,Construct ceiling frames,Construct eaves,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Carpentry and Joinery,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00266.aspx?S=APP&Y=2021,English,A,"This hands on practical course has been designed to provide Apprentices with a trade outcome in carpentry and joinery, covering work undertaken both in residential and commercial settings.",Carpenter and joiner.,Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Furniture Finishing,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00688.aspx?S=APP&Y=2021,English,A,"This qualification will prepare you to work as a furniture finisher where you can gain work either in a modern field such as kitchens and commercial interiors, or in a more traditional environment such as restoration and preservation. A furniture finisher complements and provides the final ‘wow’ factor to a finished item of furniture. It is an important and integral part of the furnishing industry and there is a high demand for qualified and experienced furniture finishers.","This qualification reflects vocational outcomes for those performing furniture finishing job roles in a defined range of skilled operations, usually within a range of broader related activities involving known routines, methods and procedures, where some discretion and judgement is required in the selection of equipment, services or contingency measures and within known time constraints.",Australia,Yes,Yes,,Yes,Yes,"

How to Apply



Apprenticeships/Traineeships
 Find out how to apply for
                        
                          Apprenticeships & Traineeships.

Note: You must be an Australian Resident to apply for this course. For International Students
                  please visit
                  International Courses.
                

",Apprenticeships & Traineeships,No,Communicate in the workplace,Dismantle and re-assemble furniture,Estimate and cost job,Handle dangerous goods/hazardous substances,Make measurements and calculations,Participate in environmentally sustainable work practices,Read and interpret work documents,Use furniture finishing sector hand and power tools,Work in a team,Work safely,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Furniture Making,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00689.aspx?S=APP&Y=2021,English,A,"This course has been designed to provide you with a broad base of knowledge and practical skills required to perform a wide range of tasks in furniture making, including interpretation of specifications, and drawings, use of specialised machines and hand techniques.",Furniture maker. This course can also be used as a pathway into an apprenticeship.,Australia,Yes,Yes,,Yes,Yes,"

How to Apply



Apprenticeships/Traineeships
 Find out how to apply for
                        
                          Apprenticeships & Traineeships.

Note: You must be an Australian Resident to apply for this course. For International Students
                  please visit
                  International Courses.
                

",Apprenticeships & Traineeships,No,Apply manufactured board conversion techniques,Assemble furnishing components,Communicate in the workplace,Estimate and cost job,Hand make timber joints,Handle dangerous goods/hazardous substances,Make measurements and calculations,Participate in environmentally sustainable work practices,Prepare surfaces for finishing,Produce manual and computer-aided production drawings,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Joinery,Building and Construction,,,AUD,Year,48,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00591.aspx?S=APP&Y=2021,English,A,This hands on practical course has been designed to provide Apprentices with the common skills and knowledge relevant to the construction industry. Apprentices will learn how to apply these skills in the workplace.,Joiner.,Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Normal,No,Apply basic levelling procedures,"Apply OHS requirements, policies and procedures in the construction industry",Carry out measurements and calculations,Conduct workplace communication,Handle carpentry materials,Manufacture components for door and window frames and doors,Manufacture joinery components,Plan and organise work,Read and interpret plans and specifications,"Set out and assemble cabinets, showcases, wall units, counters and workstations",,,,,,,,,,,,,,,,,,,,
