Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE
CERTIII,TAFE SA,Adelaide City,Certificate III in Applied Fashion Design and Technology,Arts and Design,"$5,445",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01173.aspx?S=AWD&Y=2021,English,A,"This course gives you a basic understanding of design skills, pattern making and garment construction for the fashion industry. Your future career path may include producing single garments or a small range of products for small business or local distribution such as markets.","This qualification aims to give students an introductory overview of fashion design and is particularly suitable for those who are self-employed undertaking low volume production of items for local distribution outlets, such as markets.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
ADIP,TAFE SA,Adelaide City,Advanced Diploma of Applied Fashion Design and Merchandising,Arts and Design,"$18,727",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01155.aspx?S=AWD&Y=2021,English,A,"Enter the fashion industry with essential skills under your belt. You’ll have the skills, knowledge and insights to apply to garment design, product development, technical production and management roles in the fashion industry. Students can choose from two streams: design and product development, or business and merchandising. The course can be taken concurrently with the Bachelor of Creative Arts (Costume Design) or the Bachelor of Creative Arts (Fashion) at Flinders University.",Job role titles may include: Pattern Maker; Fashion Designer; Design Manager.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
BA,TAFE SA,Adelaide City,Bachelor of Creative Arts (Costume Design) - Flinders University,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_UNIFL0007.aspx?S=HIGHED&Y=2021,English,A,"If your future is in costume design, this degree enables you to design and construct costumes to create iconic looks and visually stunning garments. Costumes are a vital component of stage and screen productions, but are also used in cosplay, children’s entertainment, dance and competitions. This Flinders University degree is delivered in partnership with TAFE SA, and combines theoretical study of the costume industry with hands-on experience.","Costume designer, creative director, pattern maker, product developer, buyer, production assistant, trend forecaster.",Australia,Yes,Yes,,Yes,Yes,Any Certificate III or higher OR,Normal,No
BA,TAFE SA,Adelaide City,Bachelor of Creative Arts (Fashion) - Flinders University,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_UNIFL0004.aspx?S=HIGHED&Y=2021,English,A,"If your future is in fashion, rule the runway with the Bachelor of Creative Arts (Fashion). This Flinders University degree is delivered in partnership with TAFE SA, and combines theoretical study with hands-on experience. Explore an exciting range of classes including computer-aided illustration and design, exploring the creative process, textile and business studies, patternmaking and garment construction, all in fully-equipped, industry-standard workshops. The Bachelor of Creative Arts (Fashion) gives you a versatile skill set to begin your professional career in large or small scale fashion environments locally, interstate or internationally.","In combination with the subjects studied within the Diploma of Applied Fashion Design and Merchandising, you will study 72 units (16 topics) in the Bachelor of Creative Arts (Fashion).
In Years 1 and 2 you will study:
    Marketing Principles
    Art
    Culture and the History of Fashion
    Patternmaking, Design and Construction
    Digital Media and Graphic Design for Fashion
    Visual Thinking and Creativity
    Event Design and Practice
    Textiles Theory and Practice
    Consumer Behaviour.
In Year 3 you will choose one of two streams from: small-scale business (custom/bespoke garment construction); or large-scale business (product design and development).
The first stream will focus on more advanced practical skills and will include advanced design, patternmaking and garment construction and small business topics. The second stream will focus on advanced design and product development and business topics such as: E-business; and Corporate Sustainability in Global Markets.
Job role titles may include: Fashion designer, creative director, pattern maker, product developer, buyer, production assistant, trend forecaster.",Australia,Yes,Yes,,Yes,Yes,Any Certificate III or higher OR,Normal,No
,TAFE SA,,Introduction to Millinery,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T668778481.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Pattern Making for Beginners,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T021493517.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Sew your own Fashion,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T048113336.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
ADIP,TAFE SA,,Advanced Diploma of Applied Fashion Design and Merchandising,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01155.aspx?S=INT&Y=2021,English,A,"Enter the fashion industry with essential skills under your belt. You’ll have the skills, knowledge and insights to apply to garment design, product development, technical production and management roles in the fashion industry. Students can choose from two streams: design and product development, or business and merchandising. The course can be taken concurrently with the Bachelor of Creative Arts (Costume Design) or the Bachelor of Creative Arts (Fashion) at Flinders University.",Job role titles may include: Pattern Maker; Fashion Designer; Design Manager.,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,,Certificate III in Applied Fashion Design and Technology (MST30816),,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T150229854.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,Adelaide City,Certificate III in Floristry,Arts and Design,"$6,854",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00849.aspx?S=AWD&Y=2021,English,A,"This Floristry course can prepare you for work in the floristry industry or enhance existing floristry skills and knowledge. Participants will develop sound knowledge of the principles and elements of design, floristry construction skills, effective sales techniques and flower and plant care and recognition.","Job role titles may include: Florist - in any environment including a retail shop florist, studio florist or in-house florist.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Apprenticeships & Traineeships,No
CERTIII,TAFE SA,,Certificate III in Floristry,Arts and Design,,,AUD,Year,36,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00849.aspx?S=APP&Y=2021,English,A,"This Floristry course can prepare you for work in the floristry industry or enhance existing floristry skills and knowledge. Participants will develop sound knowledge of the principles and elements of design, floristry construction skills, effective sales techniques and flower and plant care and recognition.","Job role titles may include: Florist - in any environment including a retail shop florist, studio florist or in-house florist.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Reading, writing and numeracy skills are assessed using the Core Skills Profile for Adults (CSPA). This assessment is used to determine whether you will be required to undertake additional support units alongside your qualification or undertake a pathway course before commencing your chosen qualification. If you receive an offer, more information will be provided at your enrolment session.


",Apprenticeships & Traineeships,No
CERTII,TAFE SA,,Certificate II Floristry (Assistant) SFL20115,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T708833258.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,Adelaide College of the Arts,Certificate IV in Design,Arts and Design,"$8,083",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00926.aspx?S=AWD&Y=2021,English,A,"This course is suited to individuals who wish to make a start in their graphic design career, have a strong creative flair for arts and visual communication and want to produce graphics in a commercial context.","This qualification provides a pathway to a career in design. There are limited job outcomes at this level, though in areas such as graphic and digital design there may be some employment opportunities as a junior design assistant Graphic and Multimedia Designer",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
DIP,TAFE SA,Adelaide College of the Arts,Diploma of Graphic Design,Arts and Design,"$17,677 -
                          $18,496",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00927.aspx?S=AWD&Y=2021,English,A,"This course is suited to individuals who wish to make a start in their graphic design career, have a strong creative flair for arts and visual communication and want to produce graphics in a commercial context.",Graphic and multimedia designer.,Australia,Yes,Yes,,Yes,Yes,Certificate IV in Design or,Normal,No
DIP,TAFE SA,Online,Diploma Program in Visual Communication,Arts and Design,"$10,000",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00242.aspx?S=AWD&Y=2021,English,A,"Immerse yourself into the exciting field of visual communication creation and discover how to connect with audiences in compelling and dynamic ways.
You will learn the key concepts and technical skills of graphic design, traditional print media and digital design. 
A hands-on project driven approach lets you apply theory and technical knowledge in a practical, industry current way.  You’ll learn about creative thinking, typography, design foundations, branding, drawing, page layout, interactive design, illustration, photography and the Adobe Creative Suite.
Start your design career with a professionally presented portfolio of the work you complete throughout the course and have the skills to back it up.
The course is delivered fully online with lecturer support throughout.  You will use a range of modern learning methodologies including web conferencing, instructional video, one-on-one online meetings, discussion forums underpinned by a dynamic online learning platform.","- Graphic Design
- Packaging Design
- Interface Design
- Web Design
- Branding and Identity Design
- Illustration
- Marketing and Promotion
- Magazine and Publishing Design",Australia,Yes,Yes,,Yes,Yes,Certificate IV in Design or,Normal,No
ADIP,TAFE SA,Adelaide College of the Arts,Advanced Diploma of Graphic Design,Arts and Design,"$13,230 -
                          $14,411",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00928.aspx?S=AWD&Y=2021,English,A,"Design your career with this qualification. You’ll learn the skills required to establish, negotiate and refine a design brief, manage design realisation, manage projects, originate graphic designs for complex briefs and extend typographic design expertise.","Graphic designer, Web and multimedia designer, Advertising creative team member.",Australia,Yes,Yes,,Yes,Yes,Diploma of Graphic Design or,Normal,No
ADIP,TAFE SA,Adelaide College of the Arts,Advanced Diploma of Graphic Design/Bachelor of Media – Uni of Adelaide Pathway,Arts and Design,"$13,230 -
                          $14,411",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP10010.aspx?S=AWD&Y=2021,English,A,"Design your career with this qualification. You’ll learn the skills required to establish, negotiate and refine a design brief, manage design realisation, manage projects, originate graphic designs for complex briefs and extend typographic design expertise.","Graphic designer, Web and multimedia designer, Advertising creative team member.",Australia,Yes,Yes,,Yes,Yes,Diploma of Graphic Design or,Normal,No
,TAFE SA,,"Adobe Bundle - Photoshop, InDesign, Illustrator",Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T701530812.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Adobe Illustrator CC (Beginner to Intermediate),Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T950960856.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Adobe InDesign CC (Beginner to Intermediate),Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T907294947.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Adobe Photoshop CC (Beginner to Intermediate),Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T794832918.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
DIP,TAFE SA,,Diploma of Graphic Design,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00927.aspx?S=INT&Y=2021,English,A,"This course is suited to individuals who wish to make a start in their graphic design career, have a strong creative flair for arts and visual communication and want to produce graphics in a commercial context.",Graphic and multimedia designer.,Australia,Yes,Yes,,Yes,Yes,,Normal,No
ADIP,TAFE SA,,Advanced Diploma of Graphic Design,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00928.aspx?S=INT&Y=2021,English,A,"Design your career with this qualification. You’ll learn the skills required to establish, negotiate and refine a design brief, manage design realisation, manage projects, originate graphic designs for complex briefs and extend typographic design expertise.","Graphic designer, Web and multimedia designer, Advertising creative team member.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,,Certificate III in Design Fundamentals,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T729250217.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,Tonsley,Certificate IV in Interior Decoration,Arts and Design,"$15,951",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01132.aspx?S=AWD&Y=2021,English,A,"Gain the skills and knowledge required to provide advice and practical assistance on the finishing and furnishing of existing interior spaces to meet client requirements. Decoration at this level includes residential or commercial environments and involves working directly with clients or with associated professionals such as architects, builders, retailers, interior designers and suppliers required to implement the project.","Retail consultant, Design consultant, Colour consultant, Interior decorator.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
DIP,TAFE SA,Tonsley,Diploma of Interior Design,Arts and Design,"$29,550",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01134.aspx?S=AWD&Y=2021,English,A,"This qualification provides the skills and knowledge required to give design and decoration advice for building interiors, including the development of complete decorative schemes for the effective use of residential and commercial or institutional interior spaces, working with a client brief and within project parameters.","Self employment as an interior decorator, Colour consultant or Interior stylist, In-house interior designer or decorator for design and decoration consultancies, furniture, furnishings and fabric suppliers, furnishing departments of retail stores or shop fitters.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
,TAFE SA,,Introduction to Interior Decoration,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T861496294.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,,Certificate IV in Kitchen and Bathroom Design,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01133.aspx?S=INT&Y=2021,English,A,"This course provides the skills and knowledge required to design kitchens, bathrooms and interior spaces to meet client requirements. It targets those designing kitchens, bathrooms and interior spaces that typically feature built-in cabinetry and furniture.",,Australia,Yes,Yes,,Yes,Yes,,Normal,No
DIP,TAFE SA,,Diploma of Interior Design,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01134.aspx?S=INT&Y=2021,English,A,"This qualification provides the skills and knowledge required to give design and decoration advice for building interiors, including the development of complete decorative schemes for the effective use of residential and commercial or institutional interior spaces, working with a client brief and within project parameters.","Self employment as an interior decorator, Colour consultant or Interior stylist, In-house interior designer or decorator for design and decoration consultancies, furniture, furnishings and fabric suppliers, furnishing departments of retail stores or shop fitters.",Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,2D & 3D Design,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T105100406.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Colour Schemes,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T105100404.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Draw to Communicate,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T105100405.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Introduction to Interior Decoration,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T105100403.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,Adelaide College of the Arts,Certificate III Program in Electronic Music Production,Arts and Design,"$5,562",,AUD,Year,9,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00265.aspx?S=AWD&Y=2021,English,A,"Do you want to learn Ableton Live and produce your own music? Forge your own path in the music industry and showcase your sound to the world?
This course covers all facets of Electronic Music Production and provides a solid grounding in audio engineering principles and give you the skills in Ableton Live Software, beat creation, synthesizers, sampling, live performance, music industry, mixing & mastering. You’ll gain experience and expertise by studying under the supervision and guidance of industry professionals with access to industry standard equipment and studios.","This qualification reflects the role of individuals who apply a broad range of competencies in a varied work context in the music industry, using some discretion and judgement and relevant theoretical knowledge. Job role titles may include: Music Producer; Electronic Performer/Recording Artist; Remixer; Sound Effects Production.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
CERTI,TAFE SA,Adelaide College of the Arts,Certificate IV in Music Industry (Performance),Arts and Design,"$9,550 -
                          $10,352",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01000.aspx?S=AWD&Y=2021,English,A,"If you have musical skills and a flair for entertainment, a career in music may be for you. This course provides comprehensive training for developing musicians for the commercial music industry. You can select electives such as song writing, mixing live sound and music technology. You’ll gain experience and expertise by studying under the supervision and guidance of industry professionals in an environment of learning at your own pace with access to industry standard equipment and studios.","This qualification reflects the role of individuals who use well-developed skills and a broad knowledge base in a wide variety of contexts. They apply solutions to a defined range of unpredictable problems, and analyse and evaluate information from a variety of sources. Job role titles may include: Musician; Singer-Songwriter, Band Member.",Australia,Yes,Yes,,Yes,Yes,Certificate III in Music Industry (Performance) or,Normal,No
CERTI,TAFE SA,Adelaide College of the Arts,Certificate IV in Music Industry (Sound Production),Arts and Design,"$9,887",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01001.aspx?S=AWD&Y=2021,English,A,"Sound production courses teach you to operate audio equipment to record, edit, mix and master and produce sound for CD, DVD, web, TV, radio, film, video productions and live performance. This course will equip you with the theoretical knowledge and practical skills related to live or studio production to enable you to gain employment in the commercial music and sound production industries. This includes planning and design, installation and operation of live sound production equipment, recording, editing and mixing of music and sound in both studio and performance venue environments with optional real-world work experience opportunities.",This qualification reflects the role of individuals who use well-developed skills and a broad knowledge base in a wide variety of contexts. Job role titles may include: Sound Mixer/Technician; Sound Recordist.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
DIP,TAFE SA,Adelaide College of the Arts,Diploma of Music Industry (Performance),Arts and Design,"$13,355",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01002.aspx?S=AWD&Y=2021,English,A,"If you have musical skills and a flair for entertainment, a career in music may be for you. This qualification will equip you with the skills and knowledge necessary for music performance and production. Explore instrumental and vocal study, ensemble, live performance, composition, music theory, aural training, rhythm, arranging, music craft, contemporary style studies, history, music technology and music business.","This qualification reflects the role of individuals who possess a sound theoretical knowledge base and use a range of specialised, technical or managerial competencies to plan, carry out and evaluate own work and/or that of a team. Job role titles may include: Composer; Instrumentalist; Vocalist.",Australia,Yes,Yes,,Yes,Yes,Certificate IV in Music Industry (Performance) or,Normal,No
DIP,TAFE SA,Adelaide College of the Arts,Diploma of Music Industry (Sound Production),Arts and Design,"$13,815",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01025.aspx?S=AWD&Y=2021,English,A,"Sound production courses teach you to operate audio equipment to record, edit, mix and master and produce sound for CD, DVD, web, TV, radio, film, video productions and live performance. This qualification will equip you with the theoretical knowledge and practical skills related to live or studio production to enable you to gain employment in the commercial music and sound production industries. This includes planning and design, installation and operation of live sound production equipment, recording, editing and mixing of music and sound in both studio and performance venue environments with optional real-world work experience opportunities.","This qualification reflects the role of individuals who possess a sound theoretical knowledge base and use a range of specialised, technical or managerial competencies to plan, carry out and evaluate own work and/or that of a team. Job roles include Assistant Sound Engineer and Sound Designer.",Australia,Yes,Yes,,Yes,Yes,Certificate IV in Music Industry (Sound Production),Normal,No
,TAFE SA,,Introduction to Electronic Music Production,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T661748380.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Recording and Producing your Vocals in a Professional Studio,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T560669886.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,,Certificate III Program in Electronic Music Production (includes Certificate III in Music Industry),,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T796073293.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,Adelaide College of the Arts,Certificate IV in Dance,Arts and Design,"$8,500",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00674.aspx?S=AWD&Y=2021,English,A,Take your dancing skills to the next level with this 6 month program that will assist you in working towards your career in dance.,This qualification reflects the role of individuals working in a wide variety of dance performance contexts.,Australia,Yes,Yes,,Yes,Yes,Satisfactory performance in an audition,Normal,No
ADIP,TAFE SA,Adelaide College of the Arts,Advanced Diploma of Performing Arts (Acting),Arts and Design,"$49,480",,AUD,Year,30,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_AC00098.aspx?S=AWD&Y=2021,English,A,"This course is a response to the pressures and realities of the age, and the difficulties people experience training in the intense way that acting demands. The course begins as a three-day a week commitment for first year students, then gradually increases in intensity.  This means a lesser financial burden, more time to earn money, more time for family and friends, and more time to breathe and reflect on the work of the course.",Actor,Australia,Yes,Yes,,Yes,Yes,Satisfactory performance in an audition,Normal,No
BA,TAFE SA,Adelaide College of the Arts,Bachelor of Creative Arts (Dance) - Flinders University,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_UNIFL0001.aspx?S=HIGHED&Y=2021,English,A,"If performance is your passion, take it to the world stage with Flinders University's Bachelor of Creative Arts (Dance). Delivered in partnership with TAFE SA and Flinders University, the rigorous program of study explores both practical and theoretical elements of dance. Classes cover classical and contemporary dance, together with acting, anatomy and kinesiology, history, music, composition and production, with intensive training held in state-of-the-art rehearsal and performance spaces. The course is industry focused, giving you rare and exclusive access to professional dance artists, companies and their networks.","Graduates of the Dance stream will have the necessary technique and skills to establish careers as performers, choreographers, artistic directors of dance companies, collaborators, community dance project directors, curators, producers, teachers, dance researchers and artistic leaders in a wide range of contexts locally, nationally and internationally.",Australia,Yes,Yes,,Yes,Yes,Satisfactory performance in an audition,Normal,No
,TAFE SA,,Discover Acting,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T853422340.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTI,TAFE SA,Adelaide College of the Arts,Certificate IV in Photography and Photo Imaging,Arts and Design,"$10,266",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01003.aspx?S=AWD&Y=2021,English,A,This course is for you if you are passionate about photography and want to learn more. This course covers: How to manually control your camera and exposure; How to understand creative camera techniques; Working to a client brief; An introduction to post production including Adobe Lightroom and Adobe photoshop; An introduction to flash photography and studio lighting; An introduction to photography business practices; and The history of photography. It is expected you will either already own or be willing to purchase a camera with manual controls for this course and purchase a minimum 500gb external hard drive. Please speak to your lecturer if you are unsure what to purchase.,"Practitioners may work in a range of industry contexts, including retail, commercial, domestic portrait, media, wedding, illustrative, institutional and art photography.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
DIP,TAFE SA,Adelaide College of the Arts,Diploma of Photography and Photo Imaging,Arts and Design,"$10,631 -
                          $12,600",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01004.aspx?S=AWD&Y=2021,English,A,"This course is for you if: You are passionate about photography and wish to pursue it as a career;  You are confident using manual camera settings; You may already use post production such as Adobe Lightroom and Adobe Photoshop.
The course covers: Photographic genres including: commercial and domestic photography, product, portraiture, food and advertising; Studio and location lighting; Design and composition; Creative thinking and problem solving; How to set up your photography business; How to charge clients; Photographic trends and developing your style; Videography and video editing; Colour management workflow; Compositing and post production techniques; Advanced Adobe Lightroom and Adobe Photoshop; Contacting a mentor in the industry; A folio production specialising in your chosen genre. It is expected students will already own their own camera.
All students will be required to purchase a minimum 500gb external hard drive.","Practitioners may work in a range of industry contexts, including commercial, domestic portrait, media, wedding, illustrative, institutional and art photography.",Australia,Yes,Yes,,Yes,Yes,Certificate IV in Photography or,Normal,No
,TAFE SA,,Basic Photography and Editing,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T456390786.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Introduction to Flash Photography,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T819801997.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
,TAFE SA,,Take your DSLR Camera off Auto,Arts and Design,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T663421040.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,,Certificate III Program in Photography (CUA31115),,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T195901529.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No
CERTIII,TAFE SA,Online,Certificate III in Screen and Media,Arts and Design,"$7,277",,AUD,Year,9,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00930.aspx?S=AWD&Y=2021,English,A,"Learn a range of skills and knowledge across design, 3D modelling, animation, video and digital imaging. Study online by video conference 1 day per week with the convenience of having a lecturer at hand to guide you through a range of experiences in this exciting field. Use this course to explore your media specialisation for further study.",Graduates may find employment in an assisting role in a variety of creative industries.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
DIP,TAFE SA,Adelaide College of the Arts,Diploma Program in Film and Television Production,Arts and Design,"$9,293 -
                          $11,891",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_CP00236.aspx?S=AWD&Y=2021,English,A,Ready for an exciting career in Film and Television?  This course is nationally-recognised and offers a range of specialty units that can help you become skilled in video and film production.,"Outcomes cater for employment in Television production, video production, corporate communications, and independent production or further study in film or broadcast media and related disciplines. Possible job roles include Scriptwriter, producer, director, productions manager, film editor.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No
